0.1717,-0.1417
0.3756,-0.6163
0.5116,-1.4358
0.5456,-1.7348
0.6135,-2.6524
0.6475,-1.6416
0.7155,-1.8852
0.7495,-2.8784
0.7835,-2.1759
0.8175,-2.7147
0.8515,-2.2302
0.8854,-3.8655
0.9194,-2.3502
0.9534,-2.5455
0.9874,-2.8898
1.0214,-2.7473
1.0554,-2.7704
1.0894,-2.8837
1.1234,-2.9553
1.1573,-3.0785
1.1913,-3.1484
1.2253,-3.2283
1.2593,-3.3444
1.2933,-3.4110
1.3273,-3.5017
1.3613,-3.5885
1.3952,-3.6980
1.4292,-3.7507
1.4632,-3.8197
1.4972,-3.9343
1.5312,-4.0012
1.5652,-4.0931
1.5992,-4.1904
1.6332,-4.2551
1.6671,-4.3414
1.7011,-4.4280
1.7351,-4.5205
1.7691,-4.5948
1.8031,-4.6828
1.8371,-4.7717
1.8711,-4.8553
1.9051,-4.9363
1.9390,-5.0268
1.9730,-5.1011
2.0070,-5.1846
2.0410,-5.2720
2.0750,-5.3584
2.1090,-5.4441
2.1430,-5.5409
2.1770,-5.6237
2.2109,-5.7260
2.2449,-5.8095
2.2789,-5.9024
2.3129,-6.0163
2.3469,-6.1022
2.3809,-6.2128
2.4149,-6.3195
2.4488,-6.3997
2.4828,-6.4817
2.5168,-6.5354
2.5508,-6.5836
2.5848,-6.6233
2.6188,-6.6434
2.6528,-6.6684
2.6868,-6.6791
2.7207,-6.7181
2.7547,-6.7322
2.7887,-6.7682
2.8227,-6.8220
2.8567,-6.8529
2.8907,-6.9018
2.9247,-6.9733
2.9587,-7.0201
2.9926,-7.0896
3.0266,-7.1729
3.0606,-7.2788
3.0946,-7.3929
3.1286,-7.4914
3.1626,-7.6170
3.1966,-7.8074
3.2306,-7.9477
3.2645,-8.1533
3.2985,-8.3800
3.3325,-8.7011
3.3665,-9.0071
3.4005,-9.3918
3.4345,-9.9676
3.4685,-10.6378
3.5024,-10.8934
