-7.0147,6.4018
-6.8113,6.2293
-6.6756,6.2270
-6.5400,6.2733
-6.4722,6.1911
-6.3365,6.1172
-6.2687,6.0597
-6.2009,6.0335
-6.1331,6.0753
-6.0653,6.0595
-5.9296,5.9557
-5.8618,5.9843
-5.7940,5.9287
-5.7262,5.8885
-5.6583,5.8829
-5.5905,5.8385
-5.5227,5.8194
-5.4549,5.7580
-5.3871,5.7210
-5.3193,5.6532
-5.2514,5.6001
-5.1836,5.5605
-5.1158,5.4966
-5.0480,5.4447
-4.9802,5.4021
-4.9123,5.3345
-4.8445,5.2846
-4.7089,5.2508
-4.6411,5.1945
-4.5733,5.1507
-4.5054,5.0750
-4.4376,5.0273
-4.3698,4.9896
-4.3020,4.9254
-4.2342,4.8753
-4.1663,4.8256
-4.0985,4.7910
-4.0307,4.7065
-3.9629,4.6876
-3.8951,4.6406
-3.8272,4.5910
-3.7594,4.5318
-3.6916,4.4839
-3.6238,4.4325
-3.5560,4.3969
-3.4882,4.3338
-3.4203,4.2815
-3.3525,4.2198
-3.2847,4.1745
-3.2169,4.1165
-3.1491,4.0785
-3.0812,4.0269
-3.0134,3.9832
-2.9456,3.9303
-2.8778,3.8792
-2.8100,3.8299
-2.7422,3.7781
-2.6743,3.7186
-2.5387,3.6728
-2.4709,3.6184
-2.4031,3.5734
-2.3352,3.5135
-2.2674,3.4647
-2.1996,3.4208
-2.1318,3.3688
-2.0640,3.3198
-1.9961,3.2635
-1.9283,3.2144
-1.8605,3.1620
-1.7927,3.1115
-1.7249,3.0634
-1.6571,3.0096
-1.5892,2.9556
-1.5214,2.9041
-1.4536,2.8523
-1.3858,2.8011
-1.3180,2.7469
-1.2501,2.6938
-1.1823,2.6404
-1.1145,2.5843
-1.0467,2.5281
-0.9789,2.4731
-0.9110,2.4182
-0.8432,2.3548
-0.7754,2.2922
-0.7076,2.2268
-0.6398,2.1576
-0.5720,2.0908
-0.5041,2.0224
-0.4363,1.9569
