-7.3851,8.0926
-7.1017,8.4268
-6.9600,7.9950
-6.8892,7.7558
-6.8183,7.5008
-6.7475,7.4364
-6.6058,7.5913
-6.5349,7.3914
-6.4641,7.5241
-6.3932,7.7011
-6.2516,7.1798
-6.1807,7.1259
-6.1099,7.1967
-6.0390,7.1141
-5.9682,7.3192
-5.8973,7.0700
-5.8265,7.1656
-5.7556,6.9893
-5.6848,7.1115
-5.6140,7.0403
-5.5431,6.8516
-5.4723,6.9359
-5.4014,6.8732
-5.3306,6.6709
-5.2597,6.6756
-5.1889,6.5167
-5.0472,6.6565
-4.9763,6.6435
-4.9055,6.4728
-4.8347,6.3952
-4.7638,6.3302
-4.6930,6.2942
-4.6221,6.2361
-4.5513,6.2215
-4.4804,6.2451
-4.4096,6.1287
-4.3387,6.1160
-4.2679,5.9040
-4.1970,5.9302
-4.1262,5.7613
-4.0554,5.7906
-3.9845,5.6052
-3.9137,5.6238
-3.8428,5.5099
-3.7720,5.5355
-3.7011,5.5459
-3.6303,5.3557
-3.5594,5.3256
-3.4886,5.1717
-3.4178,5.1499
-3.3469,5.0908
-3.2761,5.0469
-3.2052,5.0195
-3.1344,4.9117
-3.0635,4.8001
-2.9927,4.7560
-2.9218,4.6827
-2.8510,4.5251
-2.7093,4.5551
-2.6385,4.4479
-2.5676,4.3301
-2.4968,4.3280
-2.4259,4.2330
-2.3551,4.1594
-2.2842,4.0808
-2.2134,3.9779
-2.1425,3.8566
-2.0717,3.8107
-2.0008,3.7487
-1.9300,3.6511
-1.8592,3.5294
-1.7883,3.4384
-1.7175,3.3502
-1.6466,3.2986
-1.5758,3.2103
-1.5049,3.0844
-1.4341,3.0113
-1.3632,2.8806
-1.2924,2.8126
-1.2216,2.7193
-1.1507,2.6034
-1.0799,2.5075
-1.0090,2.4094
-0.9382,2.2905
-0.8673,2.1699
-0.7965,2.0679
-0.7256,1.9316
-0.6548,1.7962
-0.5839,1.6552
-0.5131,1.5172
-0.4423,1.3830
