-7.0147,7.8697
-6.8113,7.5422
-6.6756,7.4495
-6.5400,7.1749
-6.4722,7.0889
-6.3365,7.1052
-6.2687,7.1669
-6.2009,7.0524
-6.1331,6.9662
-6.0653,6.8652
-5.9296,6.6654
-5.8618,6.7270
-5.7940,6.8860
-5.7262,6.7197
-5.6583,6.6070
-5.5905,6.5255
-5.5227,6.2703
-5.4549,6.2101
-5.3871,6.2760
-5.3193,6.0370
-5.2514,6.1398
-5.1836,6.0904
-5.1158,6.1010
-5.0480,5.8700
-4.9802,5.8728
-4.9123,5.8370
-4.8445,5.7718
-4.7089,5.6153
-4.6411,5.6662
-4.5733,5.7048
-4.5054,5.6780
-4.4376,5.5559
-4.3698,5.4330
-4.3020,5.3944
-4.2342,5.4021
-4.1663,5.3190
-4.0985,5.2808
-4.0307,5.2329
-3.9629,5.1568
-3.8951,5.1133
-3.8272,5.0296
-3.7594,4.9858
-3.6916,4.9231
-3.6238,4.8803
-3.5560,4.8422
-3.4882,4.8038
-3.4203,4.7385
-3.3525,4.6959
-3.2847,4.6048
-3.2169,4.5793
-3.1491,4.5077
-3.0812,4.4432
-3.0134,4.3706
-2.9456,4.3331
-2.8778,4.2661
-2.8100,4.2221
-2.7422,4.1456
-2.6743,4.0901
-2.5387,4.0559
-2.4709,3.9887
-2.4031,3.9221
-2.3352,3.8782
-2.2674,3.8083
-2.1996,3.7552
-2.1318,3.6858
-2.0640,3.6250
-1.9961,3.5642
-1.9283,3.5132
-1.8605,3.4711
-1.7927,3.4001
-1.7249,3.3450
-1.6571,3.2974
-1.5892,3.2326
-1.5214,3.1660
-1.4536,3.1080
-1.3858,3.0472
-1.3180,2.9901
-1.2501,2.9263
-1.1823,2.8636
-1.1145,2.8076
-1.0467,2.7403
-0.9789,2.6660
-0.9110,2.6096
-0.8432,2.5306
-0.7754,2.4695
-0.7076,2.3932
-0.6398,2.3192
-0.5720,2.2414
-0.5041,2.1591
-0.4363,2.0914
