-3.9809,1.3669
-3.9436,0.3263
-3.9062,0.3556
-3.8688,0.3603
-3.8315,0.3731
-3.7941,0.3822
-3.7567,0.4050
-3.7194,0.4283
-3.6820,0.4246
-3.6446,0.4347
-3.6073,0.4416
-3.5699,0.4355
-3.5326,0.4303
-3.4952,0.4299
-3.4578,0.4362
-3.4205,0.4346
-3.3831,0.4304
-3.3457,0.4311
-3.3084,0.4224
-3.2710,0.4375
-3.2336,0.4288
-3.1963,0.4318
-3.1589,0.4264
-3.1216,0.4345
-3.0842,0.4391
-3.0468,0.4477
-3.0095,0.4436
-2.9721,0.4403
-2.9347,0.4461
-2.8974,0.4561
-2.8600,0.4577
-2.8227,0.4586
-2.7853,0.4519
-2.7479,0.4559
-2.7106,0.4520
-2.6732,0.4620
-2.6358,0.4619
-2.5985,0.4717
-2.5611,0.4744
-2.5237,0.4875
-2.4864,0.4807
-2.4490,0.4642
-2.4117,0.4585
-2.3743,0.4522
-2.3369,0.4692
-2.2996,0.4831
-2.2622,0.4903
-2.2248,0.4947
-2.1875,0.4935
-2.1501,0.4863
-2.1127,0.4874
-2.0754,0.4618
-2.0380,0.4492
-2.0007,0.4408
-1.9633,0.4613
-1.9259,0.4848
-1.8886,0.4977
-1.8512,0.4927
-1.8138,0.4979
-1.7765,0.4967
-1.7391,0.5107
-1.7018,0.5722
-1.6644,0.6173
-1.6270,0.6410
-1.5897,0.6829
-1.5523,0.6917
-1.5149,0.7064
-1.4776,0.6811
-1.4402,0.6323
-1.4028,0.6181
-1.3655,0.5951
-1.3281,0.5765
-1.2908,0.5647
-1.2534,0.5787
-1.2160,0.6068
-1.1787,0.5319
-1.1413,0.5781
-1.1039,0.5776
-1.0666,0.5668
-1.0292,0.5173
-0.9918,0.5433
-0.9545,0.4674
-0.9171,0.3605
-0.8798,0.3018
-0.8424,0.1648
-0.8050,0.0703
-0.7677,0.1193
-0.7303,0.1227
-0.6929,0.1749
-0.6556,0.1219
-0.6182,0.0839
-0.5809,0.0891
-0.5435,0.2008
-0.5061,0.1940
-0.4688,0.1858
-0.4314,0.1560
-0.3940,0.1978
-0.3567,0.0409
-0.3193,0.3087
